City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
257,Dhidhdhoo,MV,2022-02-12 15:15:50,6.8833,73.1,81.75,73,99,9.1,overcast clouds
258,Ayutla,MX,2022-02-12 15:17:31,20.1167,-104.3333,58.05,54,60,2.33,broken clouds
259,Hokitika,NZ,2022-02-12 15:17:31,-42.7167,170.9667,53.89,87,100,11.16,overcast clouds
260,Kodiak,US,2022-02-12 15:17:31,57.79,-152.4072,38.71,65,40,14.97,scattered clouds
261,Castro,BR,2022-02-12 15:17:32,-24.7911,-50.0119,76.06,49,0,4.47,clear sky
262,Jacala,MX,2022-02-12 15:17:32,21.0167,-99.1833,57.56,62,2,2.19,clear sky
263,Uberlandia,BR,2022-02-12 15:17:32,-18.9186,-48.2772,70.81,94,75,6.91,mist
264,Staryy Nadym,RU,2022-02-12 15:17:33,65.6118,72.6842,-7.83,93,7,15.12,clear sky
265,Daru,PG,2022-02-12 15:17:33,-9.0763,143.2092,79.27,77,34,10.38,scattered clouds
266,Guerrero Negro,MX,2022-02-12 15:12:43,27.9769,-114.0611,60.75,65,99,4.52,overcast clouds
267,Baruun-Urt,MN,2022-02-12 15:17:34,46.6806,113.2792,-11.94,98,61,3.91,broken clouds
268,Mtwara,TZ,2022-02-12 15:17:34,-10.2667,40.1833,77.76,86,100,4.63,overcast clouds
269,Korla,CN,2022-02-12 15:17:34,41.7597,86.1469,30.13,42,70,3.31,broken clouds
270,Omboue,GA,2022-02-12 15:17:35,-1.5746,9.2618,83.97,69,58,11.45,broken clouds
271,Kailua,US,2022-02-12 15:17:35,21.4022,-157.7394,72.14,84,20,6.91,few clouds
272,Den Helder,NL,2022-02-12 15:14:53,52.9599,4.7593,46.02,64,75,23.02,broken clouds
273,Anuradhapura,LK,2022-02-12 15:18:35,8.3565,80.4173,73.94,93,98,5.93,light rain
274,Beroroha,MG,2022-02-12 15:18:36,-21.6667,45.1667,89.74,45,71,10.94,broken clouds
275,Kaitangata,NZ,2022-02-12 15:18:36,-46.2817,169.8464,51.93,74,100,8.7,light rain
276,Tamandare,BR,2022-02-12 15:18:36,-8.7597,-35.1047,86.67,59,24,11.72,few clouds
277,Acapulco,MX,2022-02-12 15:15:47,16.8634,-99.8901,78.62,69,100,0.0,overcast clouds
278,Adoni,IN,2022-02-12 15:18:36,15.6333,77.2833,78.24,31,82,7.36,broken clouds
279,Cayenne,GF,2022-02-12 15:18:37,4.9333,-52.3333,77.04,90,75,16.11,mist
280,Husavik,IS,2022-02-12 15:18:37,66.0449,-17.3389,21.11,82,59,5.64,broken clouds
281,Torbay,CA,2022-02-12 15:17:20,47.6666,-52.7314,38.57,72,100,12.66,overcast clouds
282,Kolokani,ML,2022-02-12 15:18:37,13.5728,-8.0339,90.05,7,1,8.34,clear sky
283,Cockburn Town,TC,2022-02-12 15:13:58,21.4612,-71.1419,77.67,75,2,22.28,clear sky
284,Port Blair,IN,2022-02-12 15:18:38,11.6667,92.75,80.64,69,40,13.8,haze
285,Najran,SA,2022-02-12 15:18:38,17.4924,44.1277,79.45,22,6,13.87,clear sky
286,Tezu,IN,2022-02-12 15:18:38,27.9167,96.1667,54.5,74,22,4.32,few clouds
287,Baherden,TM,2022-02-12 15:18:39,38.4362,57.4316,49.01,61,67,7.07,broken clouds
288,Lebu,CL,2022-02-12 15:18:39,-37.6167,-73.65,68.77,52,3,12.55,clear sky
289,Merauke,ID,2022-02-12 15:18:39,-8.4667,140.3333,79.23,80,12,10.94,few clouds
290,Mutis,CO,2022-02-12 15:18:39,6.2262,-77.4044,77.4,89,95,2.64,light rain
291,Hirara,JP,2022-02-12 15:15:18,24.8,125.2833,69.96,85,100,14.92,overcast clouds
292,Kalianget,ID,2022-02-12 15:18:40,-7.05,113.9333,76.53,91,100,9.13,overcast clouds
293,Beringovskiy,RU,2022-02-12 15:18:40,63.05,179.3167,-25.98,95,16,7.72,few clouds
294,Half Moon Bay,US,2022-02-12 15:18:40,37.4636,-122.4286,62.24,71,0,0.0,mist
295,Kathu,TH,2022-02-12 15:18:41,7.9178,98.3332,87.69,66,100,6.96,overcast clouds
296,Show Low,US,2022-02-12 15:15:28,34.2542,-110.0298,34.61,39,0,4.61,clear sky
297,Itarema,BR,2022-02-12 15:18:41,-2.9248,-39.9167,84.34,64,100,11.25,overcast clouds
298,Hailar,CN,2022-02-12 15:18:41,49.2,119.7,-23.48,100,100,3.0,overcast clouds
299,Kargasok,RU,2022-02-12 15:18:42,59.0556,80.8572,-5.37,99,56,9.19,broken clouds
300,Bhadrachalam,IN,2022-02-12 15:18:42,17.6667,80.8833,75.24,28,71,2.24,broken clouds
301,Fare,PF,2022-02-12 15:18:42,-16.7,-151.0167,80.85,73,95,13.33,light rain
302,Saint-Francois,FR,2022-02-12 15:18:43,46.4154,3.9054,46.42,64,0,3.44,clear sky
303,Camacha,PT,2022-02-12 15:18:43,33.0833,-16.3333,63.36,68,75,13.8,broken clouds
304,Lazaro Cardenas,MX,2022-02-12 15:18:43,17.9583,-102.2,75.99,47,86,4.18,overcast clouds
305,Nevelsk,RU,2022-02-12 15:18:43,46.6733,141.8633,10.83,90,98,8.03,overcast clouds
306,Pyinmana,MM,2022-02-12 15:18:44,19.7333,96.2167,66.47,32,38,2.13,scattered clouds
307,Kenora,CA,2022-02-12 15:18:44,49.8167,-94.4337,-22.23,68,100,5.75,overcast clouds
308,Voznesenye,RU,2022-02-12 15:18:44,61.0106,35.4781,24.66,86,100,13.15,light snow
309,Sinjar,IQ,2022-02-12 15:18:45,36.3209,41.8754,53.64,42,0,4.54,clear sky
310,Manavgat,TR,2022-02-12 15:18:45,36.7867,31.4431,59.41,62,74,2.64,broken clouds
311,Rabo De Peixe,PT,2022-02-12 15:18:45,37.8,-25.5833,60.31,67,75,12.66,broken clouds
312,Pyaozerskiy,RU,2022-02-12 15:18:45,65.8333,31.1667,6.66,95,31,5.1,scattered clouds
313,Lavrentiya,RU,2022-02-12 15:13:52,65.5833,-171.0,-19.93,92,15,7.2,few clouds
314,Namie,JP,2022-02-12 15:18:46,37.4833,141.0,34.72,83,17,6.93,few clouds
315,Maragogi,BR,2022-02-12 15:18:46,-9.0122,-35.2225,87.08,58,52,14.29,broken clouds
316,Manicore,BR,2022-02-12 15:18:46,-5.8092,-61.3003,88.65,54,87,2.75,overcast clouds
317,Mezhdurechenskiy,RU,2022-02-12 15:18:47,59.6,65.9333,6.67,95,100,7.49,light snow
318,Vardo,NO,2022-02-12 15:18:47,70.3705,31.1107,16.0,72,37,14.54,scattered clouds
319,Portalegre,PT,2022-02-12 15:18:47,39.2938,-7.4312,62.37,63,91,7.58,overcast clouds
320,Provideniya,RU,2022-02-12 15:17:46,64.3833,-173.3,-12.15,83,2,6.17,clear sky
321,Oga,IT,2022-02-12 15:19:48,46.4631,10.347,35.69,59,0,4.21,clear sky
322,Kushikino,JP,2022-02-12 15:19:48,31.7167,130.2667,50.95,87,100,10.07,overcast clouds
323,Matara,LK,2022-02-12 15:19:48,5.9485,80.5353,77.22,88,99,1.16,overcast clouds
324,Laguna,US,2022-02-12 15:19:49,38.421,-121.4238,60.62,94,0,0.0,mist
325,Codrington,AU,2022-02-12 15:15:15,-38.2667,141.9667,64.56,67,5,11.83,clear sky
326,Araguaina,BR,2022-02-12 15:19:49,-7.1911,-48.2072,80.49,77,79,7.11,moderate rain
327,Redlands,US,2022-02-12 15:19:49,34.0556,-117.1825,70.02,24,0,1.99,clear sky
328,Port Hardy,CA,2022-02-12 15:17:57,50.6996,-127.4199,37.76,100,100,0.0,fog
329,Skeldon,GY,2022-02-12 15:19:50,5.8833,-57.1333,78.98,84,79,6.53,broken clouds
330,Tanabe,JP,2022-02-12 15:19:50,33.7333,135.3667,40.93,65,0,1.01,clear sky
331,Lompoc,US,2022-02-12 15:17:53,34.6391,-120.4579,64.56,48,0,11.5,clear sky
332,Rosetta,EG,2022-02-12 15:19:50,31.4044,30.4164,59.56,64,0,16.31,clear sky
333,Novoorsk,RU,2022-02-12 15:19:51,51.381,58.9813,30.85,93,99,15.28,overcast clouds
334,Tucuman,AR,2022-02-12 15:18:15,-26.8241,-65.2226,62.6,94,100,3.44,mist
335,Belomorsk,RU,2022-02-12 15:19:51,64.5232,34.7668,16.43,94,100,6.93,overcast clouds
336,Kampene,CD,2022-02-12 15:19:51,-3.6,26.6667,80.94,67,94,2.91,overcast clouds
337,Gander,CA,2022-02-12 15:19:52,48.9682,-54.5906,32.38,74,100,20.71,overcast clouds
338,Bandarbeyla,SO,2022-02-12 15:19:52,9.4942,50.8122,77.41,57,30,13.15,scattered clouds
339,Madison,US,2022-02-12 15:19:52,34.7334,-86.5667,53.38,69,75,12.66,broken clouds
340,Kieta,PG,2022-02-12 15:19:53,-6.2167,155.6333,78.21,77,80,2.24,broken clouds
341,Port-Cartier,CA,2022-02-12 15:19:53,50.0334,-66.8654,32.11,95,100,1.52,overcast clouds
342,Zyryanka,RU,2022-02-12 15:19:53,65.75,150.85,-33.43,97,11,7.09,few clouds
343,Moose Factory,CA,2022-02-12 15:19:54,51.2585,-80.6094,-20.2,69,0,10.36,clear sky
344,Yerbogachen,RU,2022-02-12 15:19:54,61.2767,108.0108,-11.06,100,99,1.1,overcast clouds
345,Gaziantep,TR,2022-02-12 15:19:54,37.0594,37.3825,58.93,39,0,2.3,clear sky
346,Xichang,CN,2022-02-12 15:19:54,27.8964,102.2634,39.87,76,36,6.62,scattered clouds
347,Bahia Blanca,AR,2022-02-12 15:19:55,-38.7196,-62.2724,71.94,21,0,4.21,clear sky
348,Upata,VE,2022-02-12 15:19:55,8.0086,-62.3989,77.2,63,100,7.61,overcast clouds
349,Shache,CN,2022-02-12 15:19:55,38.4167,77.2406,39.33,36,71,5.5,broken clouds
350,Richards Bay,ZA,2022-02-12 15:19:56,-28.783,32.0377,83.28,62,0,13.51,clear sky
351,Umm Kaddadah,SD,2022-02-12 15:19:56,13.6017,26.6876,80.55,8,9,14.83,clear sky
352,Boddam,GB,2022-02-12 15:19:56,57.4667,-1.7833,50.43,82,100,23.26,overcast clouds
353,Jumla,NP,2022-02-12 15:15:05,29.2747,82.1838,30.2,83,5,6.35,clear sky
354,Trairi,BR,2022-02-12 15:19:57,-3.2778,-39.2689,83.62,67,88,8.81,overcast clouds
355,Barahona,DO,2022-02-12 15:19:57,18.2085,-71.1008,85.82,51,20,11.34,few clouds
356,Ozinki,RU,2022-02-12 15:19:57,51.1786,49.6769,18.79,96,96,5.35,overcast clouds
357,Castelo Do Piaui,BR,2022-02-12 15:19:57,-5.3222,-41.5525,94.14,36,70,3.31,broken clouds
358,Manaure,CO,2022-02-12 15:19:58,11.7751,-72.4445,85.08,55,42,25.03,scattered clouds
359,Muros,ES,2022-02-12 15:19:58,42.7762,-9.0603,60.24,80,35,5.77,scattered clouds
360,Hamilton,US,2022-02-12 15:19:23,39.1834,-84.5333,32.63,79,100,12.66,overcast clouds
361,Port Hedland,AU,2022-02-12 15:19:11,-20.3167,118.5667,86.05,84,62,3.44,broken clouds
362,Aswan,EG,2022-02-12 15:19:58,24.0934,32.907,75.63,20,0,18.79,clear sky
363,Tucurui,BR,2022-02-12 15:19:59,-3.7661,-49.6725,75.22,94,100,4.68,overcast clouds
364,Yenagoa,NG,2022-02-12 15:19:59,4.9247,6.2642,90.46,46,98,12.41,overcast clouds
365,Boundiali,CI,2022-02-12 15:19:59,9.5217,-6.4869,97.52,6,12,4.68,few clouds
366,Carutapera,BR,2022-02-12 15:21:00,-1.195,-46.02,79.93,86,100,6.13,overcast clouds
367,King City,US,2022-02-12 15:21:00,36.2127,-121.126,52.68,56,11,1.79,few clouds
368,Suwannaphum,TH,2022-02-12 15:21:00,15.6035,103.8021,86.04,48,44,4.27,scattered clouds
369,Olafsvik,IS,2022-02-12 15:21:01,64.8945,-23.7142,28.58,69,48,26.51,scattered clouds
370,Laukaa,RU,2022-02-12 15:21:01,58.7372,29.8453,32.94,84,100,13.47,overcast clouds
371,Tsabong,BW,2022-02-12 15:21:01,-26.0217,22.401,93.69,14,0,11.61,clear sky
372,Say,NE,2022-02-12 15:21:01,13.1007,2.3689,95.56,6,41,9.33,scattered clouds
373,Sayansk,RU,2022-02-12 15:21:02,54.1088,102.1648,-23.8,100,92,2.57,overcast clouds
374,Clyde River,CA,2022-02-12 15:21:02,70.4692,-68.5914,-16.37,69,100,24.16,light snow
375,Karratha,AU,2022-02-12 15:21:02,-20.7377,116.8463,87.22,65,19,7.81,few clouds
376,Dieppe,FR,2022-02-12 15:21:03,49.75,1.1667,48.18,53,86,3.0,overcast clouds
377,Nome,US,2022-02-12 15:21:03,64.5011,-165.4064,1.47,55,100,4.61,overcast clouds
378,Kichera,RU,2022-02-12 15:21:03,55.9375,110.0997,-17.27,85,8,5.37,clear sky
379,Skibbereen,IE,2022-02-12 15:21:04,51.55,-9.2667,49.8,80,89,16.96,overcast clouds
380,Sobinka,RU,2022-02-12 15:21:04,55.9855,40.0111,17.1,92,35,6.26,scattered clouds
381,Ituiutaba,BR,2022-02-12 15:21:04,-18.9689,-49.465,78.26,76,82,4.83,broken clouds
382,Gravdal,NO,2022-02-12 15:18:54,68.1214,13.5031,28.29,86,40,5.75,scattered clouds
383,Peterhead,GB,2022-02-12 15:21:05,57.5058,-1.7981,50.45,81,100,22.95,overcast clouds
384,Saint-Philippe,RE,2022-02-12 15:21:05,-21.3585,55.7679,80.19,77,18,6.87,few clouds
385,Bahawalpur,PK,2022-02-12 15:21:05,29.4,71.6833,66.02,18,0,4.03,clear sky
386,Banepa,NP,2022-02-12 15:21:05,27.6298,85.5214,48.52,87,20,4.61,few clouds
387,Champerico,GT,2022-02-12 15:21:06,14.3,-91.9167,88.75,60,0,0.92,clear sky
388,Kidal,ML,2022-02-12 15:21:06,18.4411,1.4078,85.84,7,0,10.87,clear sky
389,Chany,RU,2022-02-12 15:21:06,55.3121,76.7647,-0.76,92,11,11.45,few clouds
390,Isangel,VU,2022-02-12 15:21:07,-19.55,169.2667,79.3,89,76,4.07,broken clouds
391,Araguacu,BR,2022-02-12 15:21:07,-12.9306,-49.8264,80.4,79,63,3.47,broken clouds
392,Cabra,ES,2022-02-12 15:21:07,37.4725,-4.4421,65.14,52,56,4.0,broken clouds
393,Samarai,PG,2022-02-12 15:21:08,-10.6167,150.6667,80.42,67,100,7.52,overcast clouds
394,Tahe,CN,2022-02-12 15:21:08,52.3333,124.7333,-11.4,98,99,3.71,overcast clouds
395,Santa Cruz,BO,2022-02-12 15:21:08,-17.8,-63.1667,78.85,69,75,21.85,broken clouds
396,Nanakuli,US,2022-02-12 15:21:08,21.3906,-158.1547,72.1,82,0,4.61,clear sky
397,Singapore,SG,2022-02-12 15:21:09,1.2897,103.8501,78.94,83,75,6.91,broken clouds
398,Marquard,ZA,2022-02-12 15:21:09,-28.6645,27.4305,81.0,37,81,5.46,broken clouds
399,Norman Wells,CA,2022-02-12 15:21:09,65.282,-126.8329,-14.76,70,40,6.91,scattered clouds
400,Ponta Do Sol,PT,2022-02-12 15:21:10,32.6667,-17.1,69.71,67,7,3.04,clear sky
401,Bilibino,RU,2022-02-12 15:21:10,68.0546,166.4372,-37.43,100,91,1.45,overcast clouds
402,Choachi,CO,2022-02-12 15:21:10,4.529,-73.9227,72.99,94,100,3.49,overcast clouds
403,Ahuimanu,US,2022-02-12 15:21:11,21.4447,-157.8378,71.85,84,20,6.91,few clouds
404,Yangjiang,CN,2022-02-12 15:21:11,21.85,111.9667,66.94,85,100,3.24,overcast clouds
405,Naryan-Mar,RU,2022-02-12 15:21:11,67.6713,53.087,12.15,93,97,13.35,overcast clouds
406,Virarajendrapet,IN,2022-02-12 15:21:11,12.2,75.8,66.18,81,37,1.66,scattered clouds
407,Mantua,IT,2022-02-12 15:21:12,45.1667,10.7833,56.08,37,0,7.0,clear sky
408,Kamina,CD,2022-02-12 15:21:12,-8.7386,24.9906,72.66,86,73,3.85,moderate rain
409,Dawei,MM,2022-02-12 15:21:12,14.0833,98.2,74.35,75,24,2.37,few clouds
410,Anicuns,BR,2022-02-12 15:21:13,-16.4611,-49.9617,75.67,87,46,4.23,scattered clouds
411,Palmer,US,2022-02-12 15:21:13,42.1584,-72.3287,55.81,49,75,8.05,broken clouds
412,Sisimiut,GL,2022-02-12 15:22:13,66.9395,-53.6735,16.61,89,96,35.68,overcast clouds
413,Utica,US,2022-02-12 15:22:14,43.1009,-75.2327,46.31,62,84,7.0,broken clouds
414,Kautokeino,NO,2022-02-12 15:22:14,69.0125,23.0412,-11.83,100,32,2.13,scattered clouds
415,Pekan,MY,2022-02-12 15:22:14,3.4836,103.3996,75.31,85,34,10.58,scattered clouds
416,Hutchinson,US,2022-02-12 15:20:13,38.0608,-97.9298,20.59,58,0,11.5,clear sky
417,Pimenta Bueno,BR,2022-02-12 15:22:15,-11.6725,-61.1936,83.43,72,100,4.0,overcast clouds
418,Zhuji,CN,2022-02-12 15:22:15,29.7188,120.2423,44.89,97,100,1.5,overcast clouds
419,Komsomolskiy,UZ,2022-02-12 15:22:15,40.4272,71.7189,40.42,87,100,0.0,mist
420,Anadyr,RU,2022-02-12 15:22:16,64.75,177.4833,-30.5,68,0,6.71,clear sky
421,Warkworth,NZ,2022-02-12 15:22:16,-36.4,174.6667,75.42,78,58,28.48,broken clouds
422,Gizo,SB,2022-02-12 15:22:16,-8.103,156.8419,79.14,77,100,4.88,overcast clouds
423,Mizan Teferi,ET,2022-02-12 15:22:17,6.9833,35.5833,75.13,47,68,2.37,light rain
424,Araouane,ML,2022-02-12 15:22:17,18.9048,-3.5265,78.64,9,2,13.15,clear sky
425,Grand-Santi,GF,2022-02-12 15:22:17,4.25,-54.3833,81.79,75,97,4.65,overcast clouds
426,Port-Gentil,GA,2022-02-12 15:20:16,-0.7193,8.7815,80.92,81,59,12.19,light rain
427,Skjervoy,NO,2022-02-12 15:22:11,70.0311,20.9714,30.76,63,99,17.11,light snow
428,Deputatskiy,RU,2022-02-12 15:22:18,69.3,139.9,-10.91,90,100,5.95,overcast clouds
429,Ambulu,ID,2022-02-12 15:22:18,-8.345,113.6058,76.21,88,100,3.4,overcast clouds
430,Kiama,AU,2022-02-12 15:18:52,-34.6833,150.8667,68.0,95,95,1.01,overcast clouds
431,Brigantine,US,2022-02-12 15:18:16,39.4101,-74.3646,59.02,41,0,12.66,clear sky
432,Kiunga,PG,2022-02-12 15:22:18,-6.1219,141.2906,75.49,83,100,1.92,overcast clouds
433,Makakilo City,US,2022-02-12 15:19:07,21.3469,-158.0858,70.68,82,0,4.61,clear sky
434,Wawa,NG,2022-02-12 15:22:19,9.9022,4.4192,95.02,10,87,3.6,overcast clouds
435,Lewistown,US,2022-02-12 15:21:08,40.5992,-77.5714,48.81,87,75,11.5,broken clouds
436,Benito Juarez,MX,2022-02-12 15:22:19,19.385,-99.165,58.59,22,75,0.0,broken clouds
437,Abja-Paluoja,EE,2022-02-12 15:22:19,58.1253,25.3497,34.86,81,100,15.7,overcast clouds
438,Hammerfest,NO,2022-02-12 15:22:20,70.6634,23.6821,27.05,100,100,14.97,shower snow
439,Poum,NC,2022-02-12 15:22:20,-20.2333,164.0167,80.53,77,83,3.15,broken clouds
440,Viedma,AR,2022-02-12 15:22:20,-40.8135,-62.9967,75.45,22,98,16.33,overcast clouds
441,Mount Isa,AU,2022-02-12 15:22:20,-20.7333,139.5,74.97,78,40,10.36,scattered clouds
442,Teguise,ES,2022-02-12 15:17:59,29.0605,-13.564,62.82,82,20,19.57,few clouds
443,Huarmey,PE,2022-02-12 15:22:21,-10.0681,-78.1522,74.34,75,71,7.49,broken clouds
444,Nago,JP,2022-02-12 15:22:21,26.5881,127.9761,68.85,93,99,8.05,overcast clouds
445,Brae,GB,2022-02-12 15:22:21,60.3964,-1.353,46.31,86,100,25.5,overcast clouds
446,Peniche,PT,2022-02-12 15:22:22,39.3558,-9.3811,63.63,76,99,10.89,overcast clouds
447,Khandyga,RU,2022-02-12 15:22:22,62.6667,135.6,-41.19,100,86,1.72,overcast clouds
448,Yumen,CN,2022-02-12 15:22:22,40.2833,97.2,26.31,41,100,11.36,overcast clouds
449,Lagos,NG,2022-02-12 15:22:17,6.5833,3.75,91.72,50,100,11.81,overcast clouds
450,Aksu,CN,2022-02-12 15:22:23,41.1231,80.2644,31.53,45,64,5.03,broken clouds
451,Medvedevo,RU,2022-02-12 15:22:23,56.6339,47.804,27.12,98,100,3.91,snow
452,Halifax,CA,2022-02-12 15:20:22,44.6453,-63.5724,50.68,78,31,14.97,scattered clouds
453,Juneau,US,2022-02-12 15:22:23,58.3019,-134.4197,39.2,96,100,5.01,light rain
454,Hue,VN,2022-02-12 15:22:24,16.4667,107.6,73.51,88,40,12.66,scattered clouds
455,Seoul,KR,2022-02-12 15:19:12,37.5683,126.9778,33.24,51,0,1.14,clear sky
456,Batagay,RU,2022-02-12 15:23:24,67.6333,134.6333,-31.77,98,87,3.15,overcast clouds
457,Igarka,RU,2022-02-12 15:23:25,67.4667,86.5833,-10.48,85,4,9.95,clear sky
458,Balakhta,RU,2022-02-12 15:23:25,55.38,91.6,-14.91,99,51,2.26,broken clouds
459,Raudeberg,NO,2022-02-12 15:23:25,61.9875,5.1352,42.58,91,100,8.01,light rain
460,Ovsyanka,RU,2022-02-12 15:23:25,55.9575,92.5519,-11.78,100,62,2.1,broken clouds
461,Abu Samrah,SY,2022-02-12 15:23:26,35.3029,37.1841,54.7,50,0,3.91,clear sky
462,Arcani,RO,2022-02-12 15:23:26,45.0833,23.1333,45.27,52,72,5.48,broken clouds
463,Ler,SS,2022-02-12 15:23:26,8.3018,30.1418,94.86,14,60,6.82,broken clouds
464,Los Llanos De Aridane,ES,2022-02-12 15:23:27,28.6585,-17.9182,67.12,76,40,13.8,scattered clouds
465,Sarangani,PH,2022-02-12 15:23:15,5.4033,125.4636,81.95,78,100,18.61,overcast clouds
466,Chapais,CA,2022-02-12 15:23:27,49.7834,-74.8492,-11.42,87,100,11.95,overcast clouds
467,Egvekinot,RU,2022-02-12 15:23:27,66.3167,-179.1667,-20.47,88,18,7.96,few clouds
468,Acajutla,SV,2022-02-12 15:23:27,13.5928,-89.8275,84.79,51,3,0.83,clear sky
469,Presidencia Roque Saenz Pena,AR,2022-02-12 15:23:28,-26.7852,-60.4388,70.93,82,100,9.84,light rain
470,Matay,EG,2022-02-12 15:23:28,28.419,30.7792,68.18,25,0,2.28,clear sky
471,San Jose,US,2022-02-12 15:22:57,37.3394,-121.895,62.2,69,75,0.0,broken clouds
472,Rudnogorsk,RU,2022-02-12 15:23:28,57.2639,103.7519,-23.04,100,54,2.08,broken clouds
473,Mutare,ZW,2022-02-12 15:23:29,-18.9707,32.6709,74.3,57,20,7.81,few clouds
474,Saraland,US,2022-02-12 15:23:29,30.8207,-88.0706,60.31,75,69,4.34,broken clouds
475,The Pas,CA,2022-02-12 15:23:29,53.8251,-101.2541,-16.58,76,0,10.36,clear sky
476,Winfield,US,2022-02-12 15:19:11,37.2398,-96.9956,23.72,53,0,11.5,clear sky
477,Togur,RU,2022-02-12 15:23:30,58.3631,82.8265,-2.81,98,10,7.14,clear sky
478,Linxi,CN,2022-02-12 15:23:30,39.7,118.4333,27.88,59,100,9.53,overcast clouds
479,Maumere,ID,2022-02-12 15:23:30,-8.6199,122.2111,78.57,82,99,3.2,overcast clouds
480,Narsaq,GL,2022-02-12 15:23:31,60.9167,-46.05,32.22,97,100,4.97,snow
481,Makarov,RU,2022-02-12 15:23:31,48.6333,142.8,20.14,96,100,6.69,light snow
482,Padang,ID,2022-02-12 15:23:31,-0.9492,100.3543,78.64,81,99,4.14,overcast clouds
483,Roros,NO,2022-02-12 15:23:31,62.5747,11.3842,30.04,80,100,9.22,light shower snow
484,Talcahuano,CL,2022-02-12 15:23:32,-36.7167,-73.1167,80.28,34,0,9.22,clear sky
485,Moindou,NC,2022-02-12 15:22:56,-21.6924,165.677,75.15,86,64,1.88,broken clouds
486,Tual,ID,2022-02-12 15:23:32,-5.6667,132.75,82.98,70,11,3.49,few clouds
487,Iisalmi,FI,2022-02-12 15:23:32,63.5592,27.1907,28.42,90,81,6.62,broken clouds
488,Alice Springs,AU,2022-02-12 15:23:33,-23.7,133.8833,63.95,68,0,0.0,clear sky
489,Sehithwa,BW,2022-02-12 15:23:33,-20.4667,22.7167,89.11,31,70,10.36,broken clouds
490,Zhuhai,CN,2022-02-12 15:23:33,22.2769,113.5678,68.92,94,40,2.3,scattered clouds
491,Corner Brook,CA,2022-02-12 15:20:32,48.9667,-57.9484,39.33,98,100,12.24,overcast clouds
492,Rujewa,TZ,2022-02-12 15:23:33,-8.7,34.3833,67.95,92,100,1.72,light rain
493,Qeshm,IR,2022-02-12 15:23:34,26.9581,56.2719,71.49,61,2,12.12,clear sky
494,Sozimskiy,RU,2022-02-12 15:23:34,59.7418,52.2482,23.88,96,100,5.79,light snow
495,Dukat,RU,2022-02-12 15:23:34,62.55,155.55,-29.29,87,72,3.91,broken clouds
496,Aktau,KZ,2022-02-12 15:23:35,43.65,51.2,43.38,83,15,9.06,few clouds
497,Amapala,HN,2022-02-12 15:23:35,13.2922,-87.6539,90.0,52,1,4.56,clear sky
498,Vila,PT,2022-02-12 15:23:35,42.0304,-8.1588,50.74,75,90,3.65,overcast clouds
499,Vanavara,RU,2022-02-12 15:23:35,60.34,102.2797,-17.75,100,72,1.43,broken clouds
500,Voyvozh,RU,2022-02-12 15:23:36,62.892,54.9635,12.34,94,100,7.25,overcast clouds
501,Mogadishu,SO,2022-02-12 15:24:36,2.0371,45.3438,78.42,74,64,18.37,broken clouds
502,Moyale,KE,2022-02-12 15:24:37,3.5167,39.0584,87.42,14,40,10.2,scattered clouds
503,Tabou,CI,2022-02-12 15:24:37,4.423,-7.3528,83.7,69,77,8.37,light rain
504,Qaqortoq,GL,2022-02-12 15:24:37,60.7167,-46.0333,32.5,97,100,3.09,snow
505,Riyadh,SA,2022-02-12 15:21:13,24.6877,46.7219,62.74,29,4,15.37,clear sky
506,Dunedin,NZ,2022-02-12 15:24:37,-45.8742,170.5036,50.81,68,100,11.01,overcast clouds
507,San Vicente,AR,2022-02-12 15:24:38,-26.6167,-54.1333,90.03,31,33,5.21,scattered clouds
508,Cholet,FR,2022-02-12 15:24:38,47.1667,-1.0,50.32,54,44,8.5,scattered clouds
509,Tamiahua,MX,2022-02-12 15:24:38,21.2667,-97.45,68.59,78,32,6.46,scattered clouds
510,Havre-Saint-Pierre,CA,2022-02-12 15:24:39,50.2334,-63.5986,34.16,93,100,12.66,overcast clouds
511,Kotovo,RU,2022-02-12 15:24:39,50.3211,44.8012,26.38,96,100,2.35,light snow
512,Khargupur,IN,2022-02-12 15:24:39,27.3833,81.9833,56.21,57,0,6.33,clear sky
513,Zharkent,KZ,2022-02-12 15:24:39,44.1628,80.0,28.8,92,100,1.36,overcast clouds
514,Danville,US,2022-02-12 15:21:46,36.586,-79.395,61.11,47,0,8.01,clear sky
515,Leshukonskoye,RU,2022-02-12 15:24:40,64.8989,45.7622,20.07,94,100,6.58,light snow
516,Hovd,MN,2022-02-12 15:24:40,48.0056,91.6419,-15.39,86,25,4.59,scattered clouds
517,Elizabeth City,US,2022-02-12 15:24:40,36.2946,-76.2511,63.05,49,0,11.5,clear sky
518,Haines Junction,CA,2022-02-12 15:24:41,60.7522,-137.5108,35.55,64,97,8.05,overcast clouds
519,Poronaysk,RU,2022-02-12 15:24:41,49.2167,143.1167,14.31,96,100,5.53,overcast clouds
520,Calabozo,VE,2022-02-12 15:24:41,8.9242,-67.4293,88.02,43,45,11.48,scattered clouds
521,Kapiri Mposhi,ZM,2022-02-12 15:24:42,-13.9652,28.6809,74.44,67,83,6.08,broken clouds
