City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Thunder Bay,CA,2022-02-05 00:20:07,48.4001,-89.3168,6.71,56,20,4.61
294,Sorland,NO,2022-02-05 00:25:07,67.667,12.6934,31.03,71,55,27.22
295,Esmeralda,CU,2022-02-05 00:25:07,21.8525,-78.1169,74.44,71,12,8.41
296,Gotsu,JP,2022-02-05 00:25:08,35.0,132.2167,35.74,56,100,24.18
297,Victoria,HK,2022-02-05 00:24:24,22.2855,114.1577,58.24,78,99,5.01
298,Nome,US,2022-02-05 00:25:08,64.5011,-165.4064,6.87,52,0,10.36
299,Hovd,MN,2022-02-05 00:25:08,48.0056,91.6419,-11.72,78,10,3.33
300,Tiarei,PF,2022-02-05 00:25:09,-17.5333,-149.3333,84.22,75,15,15.28
301,Santa Cruz,BO,2022-02-05 00:25:09,-17.8,-63.1667,76.46,88,75,9.22
302,Borogontsy,RU,2022-02-05 00:25:09,62.6683,131.1683,-38.51,100,98,1.01
303,Tigzirt,DZ,2022-02-05 00:25:10,36.8886,4.1198,57.31,56,100,3.13
304,Urengoy,RU,2022-02-05 00:25:10,65.9667,78.3667,12.9,96,100,6.29
305,Isangel,VU,2022-02-05 00:25:11,-19.55,169.2667,78.91,94,100,2.3
306,Azad Shahr,IR,2022-02-05 00:25:11,34.7909,48.5707,30.76,100,100,13.8
307,Champua,IN,2022-02-05 00:25:11,22.0833,85.6667,54.66,64,0,6.22
308,Sitka,US,2022-02-05 00:25:12,57.0531,-135.33,42.69,87,100,10.36
309,Longyearbyen,SJ,2022-02-05 00:25:12,78.2186,15.6401,17.44,62,20,27.63
310,Peniche,PT,2022-02-05 00:25:13,39.3558,-9.3811,54.63,75,97,13.15
311,Banda Aceh,ID,2022-02-05 00:25:13,5.5577,95.3222,77.61,82,94,9.26
312,Tarauaca,BR,2022-02-05 00:25:13,-8.1614,-70.7656,73.18,99,97,2.33
313,Khvorostyanka,RU,2022-02-05 00:25:14,52.6096,48.9597,29.62,98,100,4.88
314,Laminusa,PH,2022-02-05 00:25:14,5.5549,120.9136,81.0,80,94,16.91
315,Blagoyevo,RU,2022-02-05 00:21:12,63.3667,47.9167,-9.06,100,89,2.1
316,Kamakwie,SL,2022-02-05 00:25:15,9.5,-12.2333,74.08,26,5,4.14
317,Ola,RU,2022-02-05 00:25:15,59.5833,151.2833,-1.52,77,75,11.39
318,Aksu,CN,2022-02-05 00:25:16,41.1231,80.2644,26.37,65,97,6.26
319,Tiksi,RU,2022-02-05 00:25:16,71.6872,128.8694,-21.26,98,98,7.09
320,Chapais,CA,2022-02-05 00:25:16,49.7834,-74.8492,-9.62,93,93,4.36
321,Passo De Camaragibe,BR,2022-02-05 00:26:17,-9.2368,-35.4901,76.55,80,14,3.31
322,Dawson Creek,CA,2022-02-05 00:24:45,55.7666,-120.2362,-0.44,93,86,1.9
323,Jurm,AF,2022-02-05 00:26:17,36.8648,70.8342,20.17,30,47,7.18
324,Itacare,BR,2022-02-05 00:26:18,-14.2775,-38.9967,82.29,81,96,7.2
325,Wilmington,US,2022-02-05 00:23:24,34.2257,-77.9447,66.11,85,100,12.66
326,Cabo San Lucas,MX,2022-02-05 00:22:40,22.8909,-109.9124,72.61,61,0,4.61
327,Kati,ML,2022-02-05 00:26:18,12.7441,-8.0726,72.81,13,0,3.4
328,Hami,CN,2022-02-05 00:26:19,42.8,93.45,22.39,37,88,1.28
329,Dingle,PH,2022-02-05 00:26:19,10.9995,122.6711,76.06,86,96,12.3
330,Olafsvik,IS,2022-02-05 00:26:19,64.8945,-23.7142,27.34,69,100,25.1
331,Naze,JP,2022-02-05 00:26:20,28.3667,129.4833,56.32,65,83,18.16
332,Bangonay,PH,2022-02-05 00:26:20,9.3144,125.5539,76.78,86,100,3.36
333,Tabuk,PH,2022-02-05 00:26:21,17.4189,121.4443,70.81,89,59,5.44
334,Bathsheba,BB,2022-02-05 00:26:21,13.2167,-59.5167,77.61,69,20,10.36
335,Marsa Matruh,EG,2022-02-05 00:22:05,31.3525,27.2453,54.1,64,73,13.82
336,Neryungri,RU,2022-02-05 00:26:21,56.6709,124.6491,-4.4,96,100,8.52
337,Brufut,GM,2022-02-05 00:26:22,13.3814,-16.7518,69.89,68,0,0.0
338,Haines Junction,CA,2022-02-05 00:22:30,60.7522,-137.5108,-0.45,78,100,0.0
339,Veraval,IN,2022-02-05 00:26:22,20.9,70.3667,63.88,63,13,1.77
340,Kasama,ZM,2022-02-05 00:26:23,-10.2129,31.1808,59.61,96,100,4.23
341,Gat,IL,2022-02-05 00:26:23,31.61,34.7642,56.08,100,77,11.36
342,Griffith,US,2022-02-05 00:26:23,41.5284,-87.4237,21.13,82,100,4.0
343,Sidney,AU,2022-02-05 00:23:53,-33.8679,151.2073,72.36,71,75,7.0
344,Turukhansk,RU,2022-02-05 00:26:24,65.8167,87.9833,12.4,94,100,13.22
345,Kemijarvi,FI,2022-02-05 00:26:24,66.7131,27.4306,19.99,93,100,14.36
346,Leh,IN,2022-02-05 00:26:25,34.1667,77.5833,-6.66,91,100,3.78
347,Krivosheino,RU,2022-02-05 00:26:25,57.3431,83.9261,18.19,82,100,11.74
348,San Cristobal,VE,2022-02-05 00:26:25,7.7669,-72.225,73.58,89,87,2.08
349,Catamarca,AR,2022-02-05 00:26:26,-28.4696,-65.7852,70.77,82,44,3.67
350,Booue,GA,2022-02-05 00:26:26,-0.0921,11.9385,73.24,93,96,1.68
351,Duluth,US,2022-02-05 00:22:19,46.7833,-92.1066,7.07,60,0,10.36
352,Gavle,SE,2022-02-05 00:26:27,60.6745,17.1417,35.51,92,100,7.0
353,Surt,LY,2022-02-05 00:26:27,31.2089,16.5887,55.42,56,1,11.07
354,Orange Cove,US,2022-02-05 00:26:27,36.6244,-119.3137,67.6,35,0,5.48
355,Wajima,JP,2022-02-05 00:26:28,37.4,136.9,30.88,86,75,8.05
356,Tigil,RU,2022-02-05 00:26:28,57.8,158.6667,9.23,84,96,3.06
357,Potsdam,DE,2022-02-05 00:26:29,52.3989,13.0657,40.71,92,100,5.01
358,Mayor Pablo Lagerenza,PY,2022-02-05 00:26:29,-19.9309,-60.7718,86.05,52,56,8.63
359,Shizunai,JP,2022-02-05 00:26:29,42.3339,142.3669,24.4,67,37,7.87
360,Vila Franca Do Campo,PT,2022-02-05 00:26:30,37.7167,-25.4333,60.19,75,100,10.09
361,Kirovskiy,RU,2022-02-05 00:26:30,45.0917,133.5136,-3.15,95,100,3.98
362,Korla,CN,2022-02-05 00:26:31,41.7597,86.1469,25.21,45,100,5.17
363,Joshimath,IN,2022-02-05 00:26:31,30.5667,79.5667,26.04,57,1,10.09
364,Goundam,ML,2022-02-05 00:26:32,16.4145,-3.6708,65.86,13,42,9.98
365,Masvingo,ZW,2022-02-05 00:26:32,-20.0637,30.8277,65.14,88,44,4.59
366,Taoudenni,ML,2022-02-05 00:26:32,22.6783,-3.9836,66.6,13,74,10.18
367,Sept-Iles,CA,2022-02-05 00:27:32,50.2001,-66.3821,0.12,65,100,3.0
368,Garanhuns,BR,2022-02-05 00:27:33,-8.8903,-36.4928,67.15,88,31,9.53
369,Methoni,GR,2022-02-05 00:27:33,36.8197,21.7049,45.21,69,0,8.99
370,Paita,PE,2022-02-05 00:27:34,-5.0892,-81.1144,72.05,81,38,16.67
371,Alvik,SE,2022-02-05 00:27:34,60.7477,14.8746,31.73,90,92,7.96
372,Half Moon Bay,US,2022-02-05 00:27:34,37.4636,-122.4286,66.79,51,0,9.22
373,Kununurra,AU,2022-02-05 00:27:35,-15.7667,128.7333,84.18,84,75,6.91
374,Nauta,PE,2022-02-05 00:27:35,-4.5061,-73.5757,74.19,93,74,2.42
375,Kolyshley,RU,2022-02-05 00:27:36,52.7005,44.5367,15.39,96,94,8.16
376,Akyab,MM,2022-02-05 00:27:36,20.15,92.9,66.06,73,0,3.49
377,Asyut,EG,2022-02-05 00:27:36,27.181,31.1837,49.5,57,6,9.04
378,Mount Isa,AU,2022-02-05 00:27:37,-20.7333,139.5,83.97,30,18,12.66
379,Lebu,CL,2022-02-05 00:27:37,-37.6167,-73.65,58.35,85,2,16.78
380,Chimbote,PE,2022-02-05 00:27:38,-9.0853,-78.5783,71.19,80,12,8.63
381,Labuhan,ID,2022-02-05 00:27:38,-6.8844,112.2051,80.31,82,90,8.12
382,Neftcala,AZ,2022-02-05 00:27:38,39.3742,49.2472,45.9,84,100,10.27
383,Whitehorse,CA,2022-02-05 00:22:46,60.7161,-135.0538,-0.98,73,75,0.0
384,Xichang,CN,2022-02-05 00:27:39,27.8964,102.2634,37.89,85,5,1.34
385,Sobolevo,RU,2022-02-05 00:27:39,54.4299,31.8996,-2.63,100,100,4.85
386,Mattru,SL,2022-02-05 00:27:40,7.6244,-11.8332,71.94,94,8,2.06
387,Kurumkan,RU,2022-02-05 00:27:40,54.3,110.3,-7.08,95,94,3.76
388,San Jose,US,2022-02-05 00:26:34,37.3394,-121.895,66.88,42,20,5.99
389,Jedburgh,GB,2022-02-05 00:27:40,55.48,-2.552,37.22,82,24,13.62
390,Bonthe,SL,2022-02-05 00:27:41,7.5264,-12.505,76.5,84,13,4.85
391,Porto Novo,BJ,2022-02-05 00:27:41,6.4965,2.6036,82.22,84,1,6.64
392,Ketchikan,US,2022-02-05 00:27:41,55.3422,-131.6461,42.78,87,100,8.05
393,Tianjin,CN,2022-02-05 00:27:42,39.1422,117.1767,22.95,33,0,13.42
394,Ciudad Guayana,VE,2022-02-05 00:27:42,8.3533,-62.6528,82.29,46,43,8.66
395,Roald,NO,2022-02-05 00:27:43,62.5833,6.1333,40.33,70,100,42.9
396,Chebenki,RU,2022-02-05 00:27:43,51.9337,55.7077,22.78,85,100,13.44
397,Portland,US,2022-02-05 00:23:23,45.5234,-122.6762,51.37,87,100,1.99
398,Sukhumi,GE,2022-02-05 00:27:43,43.0033,41.0153,38.52,79,100,8.41
399,Itamaraju,BR,2022-02-05 00:27:30,-17.0392,-39.5311,74.28,95,100,3.94
400,Taungdwingyi,MM,2022-02-05 00:27:44,20.0167,95.55,63.01,44,4,6.2
401,Codrington,AU,2022-02-05 00:27:44,-38.2667,141.9667,68.41,55,82,13.73
402,Montesarchio,IT,2022-02-05 00:27:43,41.0654,14.6402,52.84,76,99,2.57
403,Miri,MY,2022-02-05 00:27:45,4.4148,114.0089,77.14,94,40,2.3
404,Kirkwall,GB,2022-02-05 00:27:45,58.9848,-2.9587,37.45,75,20,20.71
405,San Carlos Del Zulia,VE,2022-02-05 00:27:45,9.0,-71.9135,78.19,75,60,6.71
406,Dehloran,IR,2022-02-05 00:27:46,32.6941,47.2679,51.93,69,16,6.91
407,Takoradi,GH,2022-02-05 00:27:46,4.8845,-1.7554,79.3,82,26,5.7
408,San Ramon,US,2022-02-05 00:27:46,37.7799,-121.978,64.63,49,0,1.01
409,Gedo,ET,2022-02-05 00:27:47,9.0167,37.45,56.57,38,97,0.96
410,Tual,ID,2022-02-05 00:27:47,-5.6667,132.75,83.73,77,100,15.82
411,Khingansk,RU,2022-02-05 00:27:48,49.1167,131.1833,-15.11,99,98,3.58
412,Doha,QA,2022-02-05 00:27:48,25.2867,51.5333,66.09,82,0,5.75
413,Souillac,MU,2022-02-05 00:27:49,-20.5167,57.5167,79.36,86,98,16.53
414,Nizwa,OM,2022-02-05 00:27:49,22.9333,57.5333,63.64,37,11,0.76
415,Nhulunbuy,AU,2022-02-05 00:25:15,-12.2333,136.7667,84.81,74,98,10.36
416,Faya,SA,2022-02-05 00:27:50,18.3851,42.4509,55.51,88,26,5.77
417,Jiexiu,CN,2022-02-05 00:28:50,37.0244,111.9125,22.05,57,38,1.43
418,Sechura,PE,2022-02-05 00:28:50,-5.5569,-80.8222,74.71,68,17,17.58
419,Naantali,FI,2022-02-05 00:28:51,60.4674,22.0243,34.21,93,100,13.8
420,Tres Arroyos,AR,2022-02-05 00:28:51,-38.3739,-60.2798,60.12,91,100,17.83
421,Lorengau,PG,2022-02-05 00:28:51,-2.0226,147.2712,84.31,64,89,6.02
422,Vostok,RU,2022-02-05 00:28:52,46.4856,135.8833,-6.43,95,100,2.93
423,Mount Gambier,AU,2022-02-05 00:28:52,-37.8333,140.7667,71.51,49,40,14.97
424,Kaifeng,CN,2022-02-05 00:28:52,34.7911,114.3483,25.66,38,5,4.0
425,Oranjemund,NA,2022-02-05 00:28:53,-28.55,16.4333,63.59,85,3,12.86
426,Winnipeg,CA,2022-02-05 00:26:42,49.8844,-97.147,-9.42,70,75,2.3
427,Mecca,SA,2022-02-05 00:28:25,21.4267,39.8261,59.43,57,37,13.22
428,Cap Malheureux,MU,2022-02-05 00:28:53,-19.9842,57.6142,79.47,83,90,5.99
429,Guanica,PR,2022-02-05 00:28:54,17.9716,-66.908,75.06,87,8,1.01
430,Longyan,CN,2022-02-05 00:28:54,25.1072,117.0225,45.23,91,100,2.89
431,Fairbanks,US,2022-02-05 00:28:54,64.8378,-147.7164,8.1,63,100,0.0
432,Erzin,TR,2022-02-05 00:28:55,36.9559,36.2,38.12,79,24,2.75
433,Mackay,AU,2022-02-05 00:28:55,-21.15,149.2,84.69,65,75,20.71
434,Saint-Philippe,RE,2022-02-05 00:28:56,-21.3585,55.7679,80.15,86,100,25.41
435,Caconda,AO,2022-02-05 00:28:56,-13.7333,15.0667,59.61,71,92,2.66
436,Lagoa,PT,2022-02-05 00:28:56,39.05,-27.9833,57.96,81,64,21.07
437,Khandyga,RU,2022-02-05 00:28:57,62.6667,135.6,-40.7,100,59,1.36
438,Cockburn Town,TC,2022-02-05 00:28:00,21.4612,-71.1419,75.99,75,0,18.05
439,Bonavista,CA,2022-02-05 00:28:57,48.6499,-53.1147,29.12,94,100,23.31
440,Weiser,US,2022-02-05 00:28:58,44.251,-116.9693,38.48,75,99,3.0
441,Diapaga,BF,2022-02-05 00:28:58,12.0708,1.7889,68.67,15,0,7.99
442,Taltal,CL,2022-02-05 00:28:58,-25.4,-70.4833,68.81,71,15,4.74
443,Rio Gallegos,AR,2022-02-05 00:28:59,-51.6226,-69.2181,53.65,58,0,16.11
444,San Andres,CO,2022-02-05 00:28:59,12.5847,-81.7006,80.62,74,20,9.22
445,Ravar,IR,2022-02-05 00:29:00,31.2656,56.8055,55.45,34,27,3.83
446,Mogzon,RU,2022-02-05 00:29:00,51.7435,111.9606,-16.49,100,94,2.75
447,Astoria,US,2022-02-05 00:29:00,46.1879,-123.8313,48.85,94,100,10.0
448,Curuguaty,PY,2022-02-05 00:29:01,-24.4694,-55.6945,74.03,91,73,2.91
449,Klaebu,NO,2022-02-05 00:29:01,63.2976,10.4826,35.83,89,100,12.28
450,Ilulissat,GL,2022-02-05 00:29:01,69.2167,-51.1,12.22,62,40,16.11
451,Chateaubelair,VC,2022-02-05 00:29:02,13.2833,-61.25,77.61,79,6,7.87
452,Cherskiy,RU,2022-02-05 00:29:02,68.75,161.3,-33.47,98,16,4.32
453,Tulagi,SB,2022-02-05 00:29:03,-9.0996,160.1476,83.05,75,100,6.2
454,Feira De Santana,BR,2022-02-05 00:29:03,-12.2667,-38.9667,75.33,83,70,7.72
455,Ossora,RU,2022-02-05 00:29:03,59.2353,163.0719,9.88,76,100,5.84
456,Seymchan,RU,2022-02-05 00:29:04,62.8833,152.4333,-33.02,98,46,0.92
457,Kathua,IN,2022-02-05 00:29:04,32.3667,75.5167,44.04,76,0,2.42
458,Lanigan,CA,2022-02-05 00:29:04,51.8501,-105.0344,-3.71,96,100,13.76
459,Bontang,ID,2022-02-05 00:29:05,0.1333,117.5,77.63,82,95,3.85
460,Kutum,SD,2022-02-05 00:30:05,14.2,24.6667,52.92,27,0,11.27
461,Bage,BR,2022-02-05 00:30:06,-31.3314,-54.1069,74.98,83,0,4.61
462,Flinders,AU,2022-02-05 00:30:07,-34.5833,150.8552,72.68,74,80,10.0
463,Terrace Bay,CA,2022-02-05 00:30:07,48.7834,-87.1,1.02,93,93,8.19
464,Shiloh,US,2022-02-05 00:30:08,38.5614,-89.8973,27.68,73,0,3.44
465,Evensk,RU,2022-02-05 00:30:09,61.95,159.2333,14.7,52,0,15.01
466,Halmstad,SE,2022-02-05 00:30:10,56.6745,12.8568,37.74,89,19,12.66
467,Luocheng,CN,2022-02-05 00:30:10,29.3848,104.0286,43.72,76,97,2.98
468,Chicama,PE,2022-02-05 00:30:10,-7.8447,-79.1469,66.74,73,34,7.14
469,Ivaipora,BR,2022-02-05 00:30:11,-24.2478,-51.6847,67.96,98,77,1.41
470,Pocone,BR,2022-02-05 00:30:11,-16.2567,-56.6228,77.61,78,9,4.88
471,Asau,RO,2022-02-05 00:30:11,46.4333,26.4,22.12,75,19,5.86
472,Klaksvik,FO,2022-02-05 00:30:12,62.2266,-6.589,36.52,53,94,28.16
473,Saint Pete Beach,US,2022-02-05 00:30:11,27.7253,-82.7412,74.25,78,0,3.0
474,Jacareacanga,BR,2022-02-05 00:30:12,-6.2222,-57.7528,74.16,98,100,0.67
475,Bourail,NC,2022-02-05 00:30:13,-21.5667,165.4833,85.35,73,100,6.93
476,Moose Factory,CA,2022-02-05 00:30:13,51.2585,-80.6094,-7.6,59,100,4.61
477,San Pedro,PH,2022-02-05 00:30:14,14.35,121.0167,80.1,70,75,2.3
478,Kyritz,DE,2022-02-05 00:30:14,52.9421,12.397,38.86,73,96,19.8
479,Luau,AO,2022-02-05 00:30:14,-10.7073,22.2247,60.48,98,100,1.45
480,Orbetello,IT,2022-02-05 00:30:15,42.4408,11.2196,52.79,93,95,10.36
481,North Branch,US,2022-02-05 00:30:15,45.5113,-92.9802,7.16,73,58,5.48
482,Salta,AR,2022-02-05 00:30:16,-24.7859,-65.4117,68.59,85,40,5.01
483,Mantua,IT,2022-02-05 00:30:16,45.1667,10.7833,46.81,90,100,1.99
484,Jardim,BR,2022-02-05 00:30:16,-21.4803,-56.1381,76.86,76,54,4.41
485,Xiongyue,CN,2022-02-05 00:30:17,40.1774,122.1228,16.38,59,0,12.86
486,Gamboma,CG,2022-02-05 00:30:17,-1.8764,15.8644,74.41,78,100,1.97
487,Sortland,NO,2022-02-05 00:30:18,68.6949,15.4162,21.38,91,95,5.03
488,Copiapo,CL,2022-02-05 00:25:29,-27.3667,-70.3333,71.22,50,0,5.39
489,Sigli,ID,2022-02-05 00:30:18,5.3848,95.9609,78.89,81,94,4.05
490,Aloleng,PH,2022-02-05 00:30:18,16.1307,119.7824,79.95,67,76,9.01
491,Los Llanos De Aridane,ES,2022-02-05 00:30:19,28.6585,-17.9182,60.55,81,0,5.99
492,Baruun-Urt,MN,2022-02-05 00:30:24,46.6806,113.2792,-0.63,88,28,7.78
493,Darasun,RU,2022-02-05 00:30:24,51.6667,114.0,-3.46,99,84,3.09
494,Punghina,RO,2022-02-05 00:30:24,44.2819,22.9347,33.33,66,0,1.77
495,Oranjestad,AW,2022-02-05 00:28:53,12.524,-70.027,78.75,73,20,14.97
496,Santa Isabel Do Rio Negro,BR,2022-02-05 00:30:25,-0.4139,-65.0192,73.6,97,100,3.83
497,Jiangyou,CN,2022-02-05 00:30:25,31.7667,104.7167,40.75,96,100,4.85
498,Kalmunai,LK,2022-02-05 00:30:26,7.4167,81.8167,72.64,81,89,1.7
499,Vestmannaeyjar,IS,2022-02-05 00:30:26,63.4427,-20.2734,32.02,66,100,30.4
500,Praia Da Vitoria,PT,2022-02-05 00:30:26,38.7333,-27.0667,57.76,94,75,11.74
501,Natchitoches,US,2022-02-05 00:30:27,31.7668,-93.1335,35.19,80,100,11.5
502,Samarinda,ID,2022-02-05 00:30:27,-0.5,117.15,81.77,73,98,2.57
503,Redlands,US,2022-02-05 00:27:04,34.0556,-117.1825,67.21,19,0,5.75
504,Gagino,RU,2022-02-05 00:30:28,55.2314,45.0339,19.65,95,100,13.22
505,Saint-Pierre,RE,2022-02-05 00:30:28,-21.3393,55.4781,80.24,83,100,4.61
506,Cherat,PK,2022-02-05 00:30:28,33.8233,71.8915,33.73,34,0,2.59
507,Bajil,YE,2022-02-05 00:30:29,15.0584,43.2851,74.91,77,44,4.92
508,Buchanan,LR,2022-02-05 00:31:29,5.8808,-10.0467,78.76,84,35,5.08
509,Anadyr,RU,2022-02-05 00:31:30,64.75,177.4833,16.3,35,0,20.13
510,Menongue,AO,2022-02-05 00:31:30,-14.6585,17.691,62.44,98,100,5.1
511,Constantine,DZ,2022-02-05 00:31:31,36.365,6.6147,45.81,45,0,0.0
512,Adet,ET,2022-02-05 00:31:31,11.2644,37.4888,56.91,62,11,2.42
513,Moshi,TZ,2022-02-05 00:31:31,-3.35,37.3333,67.37,61,100,1.9
514,Dudinka,RU,2022-02-05 00:31:32,69.4058,86.1778,1.62,98,96,5.3
515,Svetlogorsk,BY,2022-02-05 00:31:32,52.6333,29.7333,9.73,97,90,7.54
516,Vanimo,PG,2022-02-05 00:31:33,-2.6741,141.3028,84.7,70,77,6.04
517,Rio Grande,BR,2022-02-05 00:30:09,-32.035,-52.0986,73.94,92,0,9.78
518,Mamallapuram,IN,2022-02-05 00:31:33,12.6264,80.1722,78.06,81,73,2.24
519,Bumba,CD,2022-02-05 00:31:34,2.1833,22.4667,71.44,49,100,3.36
520,Hasaki,JP,2022-02-05 00:31:34,35.7333,140.8333,41.29,39,2,22.37
521,Ahipara,NZ,2022-02-05 00:31:34,-35.1667,173.1667,77.23,76,77,16.62
522,Havelock,US,2022-02-05 00:28:42,34.8791,-76.9013,70.03,91,100,10.0
523,Palembang,ID,2022-02-05 00:31:35,-2.9167,104.7458,73.49,100,75,2.3
524,Yerbogachen,RU,2022-02-05 00:31:35,61.2767,108.0108,-21.15,100,96,3.51
525,Kushmurun,KZ,2022-02-05 00:31:36,52.4503,64.6311,18.3,77,100,8.9
526,Ochamchira,GE,2022-02-05 00:31:36,42.7121,41.4721,39.31,75,100,7.9
527,Urbano Santos,BR,2022-02-05 00:31:37,-3.2078,-43.4036,73.76,98,100,3.44
528,Mayo,US,2022-02-05 00:31:37,38.8876,-76.5119,39.18,89,100,4.0
529,Maniitsoq,GL,2022-02-05 00:31:37,65.4167,-52.9,6.96,78,100,9.98
530,Robe,AU,2022-02-05 00:31:38,-37.1833,139.75,67.32,61,47,15.12
531,Bad Goisern,AT,2022-02-05 00:31:38,47.6425,13.6161,45.79,100,100,4.72
532,Ambilobe,MG,2022-02-05 00:31:39,-13.2,49.05,75.54,92,100,11.07
533,Rincon,US,2022-02-05 00:27:33,32.296,-81.2354,66.16,95,100,6.91
534,Liepaja,LV,2022-02-05 00:31:39,56.5419,21.0367,37.45,93,100,12.66
535,Okhotsk,RU,2022-02-05 00:31:40,59.3833,143.3,1.89,72,100,15.77
536,Alice Springs,AU,2022-02-05 00:26:52,-23.7,133.8833,72.95,46,1,12.66
537,Yilan,TW,2022-02-05 00:31:40,24.757,121.753,56.55,91,100,4.92
538,Requena,ES,2022-02-05 00:31:40,39.4883,-1.1004,48.13,56,100,0.76
539,Saint-Joseph,RE,2022-02-05 00:31:41,-21.3667,55.6167,79.16,84,100,22.86
540,Port Lincoln,AU,2022-02-05 00:31:41,-34.7333,135.8667,70.88,66,6,12.66
541,Harper,LR,2022-02-05 00:31:41,4.375,-7.7169,79.36,82,52,6.98
542,Ngatea,NZ,2022-02-05 00:31:42,-37.2833,175.5,88.95,51,1,12.59
543,Tolaga Bay,NZ,2022-02-05 00:31:42,-38.3667,178.3,77.13,57,0,10.31
544,Kargasok,RU,2022-02-05 00:31:43,59.0556,80.8572,22.37,89,100,12.3
545,Chongwe,ZM,2022-02-05 00:31:43,-15.3292,28.682,64.45,99,100,3.65
546,Panalingaan,PH,2022-02-05 00:31:43,8.7842,117.4231,81.84,73,48,5.3
547,Findlay,US,2022-02-05 00:31:25,41.0442,-83.6499,16.54,79,0,4.61
548,Edgewater,US,2022-02-05 00:31:44,28.9889,-80.9023,78.03,68,40,9.22
549,Berdigestyakh,RU,2022-02-05 00:31:45,62.0989,126.6992,-26.59,100,67,3.02
550,Catuday,PH,2022-02-05 00:31:45,16.2923,119.8062,77.7,71,81,11.72
551,Tianpeng,CN,2022-02-05 00:31:45,30.9866,103.9393,41.47,91,100,0.76
552,Samarai,PG,2022-02-05 00:30:42,-10.6167,150.6667,85.82,70,95,5.97
553,Kaeo,NZ,2022-02-05 00:32:46,-35.1,173.7833,75.33,89,42,12.53
554,Kungurtug,RU,2022-02-05 00:32:46,50.5994,97.5228,-19.43,98,37,1.79
555,Ashcroft,CA,2022-02-05 00:32:47,50.7165,-121.2859,46.74,96,100,5.21
556,Sydney Mines,CA,2022-02-05 00:32:47,46.2367,-60.2177,33.49,96,100,13.8
557,Cecava,BA,2022-02-05 00:32:47,44.6867,17.7706,43.57,79,59,3.94
558,Camacha,PT,2022-02-05 00:32:48,33.0833,-16.3333,60.22,88,20,0.0
