City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
627,Mahibadhoo,MV,81.55,broken clouds,3.7833,72.9667,Omadhoo Inn
628,Sambava,MG,78.37,light rain,-14.2667,50.1667,Melrose
629,Carai,BR,80.67,scattered clouds,-17.1889,-41.6947,Pousada Auto Vale
630,Mackay,AU,78.78,broken clouds,-21.15,149.2,International Lodge Motel
633,Caliling,PH,80.47,overcast clouds,9.9804,122.4814,Emoha Dive Resort
635,Ijui,BR,89.62,clear sky,-28.3878,-53.9147,Hotel Vera Cruz
638,Male,MV,82.35,broken clouds,4.1748,73.5089,Hotel Octave Maldives
642,Villarrobledo,ES,60.87,broken clouds,39.2699,-2.6012,Hotel Castillo
644,Olinda,BR,87.53,scattered clouds,-8.0089,-34.8553,Pousada Sitio Do Carmo
646,Praia,CV,82.94,overcast clouds,14.9215,-23.5087,LT Aparthotel
647,Khanpur,PK,67.96,clear sky,28.6453,70.6567,Ahmad bartan store
652,Shakiso,ET,80.37,scattered clouds,5.75,38.9167,Bealu Girma Hottel
653,Canutama,BR,86.09,overcast clouds,-6.5339,-64.3831,Hotel Jhennifer
654,Acarau,BR,82.96,light rain,-2.8856,-40.12,castelo pizzaria
655,Cuamba,MZ,70.5,moderate rain,-14.8031,36.5372,Hotel Vision
656,Sao Miguel Do Araguaia,BR,81.55,broken clouds,-13.275,-50.1628,Hotel Executivo Palace
658,Quelimane,MZ,78.75,broken clouds,-17.8786,36.8883,Hotel Flamingo
659,Ponta Delgada,PT,61.52,broken clouds,37.7333,-25.6667,Vila Nova Hotel
663,Bartica,GY,77.32,overcast clouds,6.4,-58.6167,Sloth Island Nature Resort
664,Mayumba,GA,82.09,few clouds,-3.432,10.6554,LIKWALE LODGE
665,Kudahuvadhoo,MV,82.08,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
